address,name,rubrics,attributes,address.postcode,lat,lon,reviews.general_rating,reviews.general_review_count,reviews.general_review_count_with_stars,reviews.is_reviewable,reviews.is_reviewable_on_flamp,reviews.items,reviews.org_rating,reviews.org_review_count,reviews.org_review_count_with_stars,address_comment,city,rubrics_new,district,postcode_3
улица Комсомола,"Hop Hunting Club, ресторан-пивоварня","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}]",1500.0,195009.0,59.956201,30.371593,4.9,63.0,125.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.9,63.0,125.0,1 этаж,Санкт-Петербург,"Бары, Рестораны",округ Полюстрово,195
Пироговская набережная,Paradise 17,"[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'banketnye_zaly', 'id': '10803', 'kind': 'additional', 'name': 'Банкетные залы', 'parent_id': '2', 'short_id': 10803}, {'alias': 'nochnye_kluby', 'id': '173', 'kind': 'additional', 'name': 'Ночные клубы', 'parent_id': '2', 'short_id': 173}]",,195277.0,59.964099,30.338164,5.0,5.0,14.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",5.0,5.0,14.0,,Санкт-Петербург,"Бары, Банкетные залы, Ночные клубы",округ Полюстрово,195
Фурштатская улица,"Заводные яйца, арт-кафе","[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",1000.0,191123.0,59.945286,30.363449,4.6,107.0,152.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 3.6, 'recommendation_count': 2, 'review_count': 12, 'tag': 'flamp'}]",4.6,107.0,152.0,цокольный этаж,Санкт-Петербург,"Бары, Кафе",округ Смольнинское,191
улица Куйбышева,"В душе, бар","[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}]",,197046.0,59.95772,30.334441,5.0,19.0,26.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",5.0,19.0,26.0,,Санкт-Петербург,Бары,округ Кронверкское,197
Каменноостровский проспект,"Manneken pis, бельгийский бар-ресторан","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}, {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}]",2500.0,197101.0,59.958851,30.31799,4.6,157.0,234.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 4.5, 'recommendation_count': 3, 'review_count': 11, 'tag': 'flamp'}]",4.4,517.0,782.0,,Санкт-Петербург,"Бары, Рестораны, Доставка еды",округ Аптекарский остров,197
Каменноостровский проспект,"Manneken pis, бельгийский бар-ресторан","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}, {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}]",2500.0,197101.0,59.958851,30.31799,4.6,157.0,234.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 4.5, 'recommendation_count': 3, 'review_count': 11, 'tag': 'flamp'}]",4.4,517.0,782.0,,Санкт-Петербург,"Бары, Рестораны, Доставка еды",округ Кронверкское,197
Каменноостровский проспект,"Manneken pis, бельгийский бар-ресторан","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}, {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}]",2500.0,197101.0,59.958851,30.31799,4.6,157.0,234.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 4.5, 'recommendation_count': 3, 'review_count': 11, 'tag': 'flamp'}]",4.4,517.0,782.0,,Санкт-Петербург,"Бары, Рестораны, Доставка еды",округ Чкаловское,197
Фурштатская улица,"Aura, стриптиз-клуб","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'striptiz_kluby', 'id': '110530', 'kind': 'primary', 'name': 'Стриптиз-клубы', 'parent_id': '2', 'short_id': 110530}, {'alias': 'nochnye_kluby', 'id': '173', 'kind': 'additional', 'name': 'Ночные клубы', 'parent_id': '2', 'short_id': 173}, {'alias': 'karaoke_zaly', 'id': '21387', 'kind': 'additional', 'name': 'Караоке-залы', 'parent_id': '2', 'short_id': 21387}]",,191123.0,59.945587,30.366509,4.8,21.0,26.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.8,21.0,26.0,1 этаж,Санкт-Петербург,"Бары, Стриптиз-клубы, Ночные клубы, Караоке-залы",округ Смольнинское,191
улица Котовского,"На Высоте, центр паровых коктейлей","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'centry_parovykh_koktejjlejj', 'id': '110357', 'kind': 'primary', 'name': 'Центры паровых коктейлей', 'parent_id': '2', 'short_id': 110357}, {'alias': 'antikafe', 'id': '72370', 'kind': 'additional', 'name': 'Антикафе', 'parent_id': '2', 'short_id': 72370}]",,197101.0,59.962083,30.329102,4.9,309.0,333.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 5, 'review_count': 49, 'tag': 'flamp'}]",4.9,309.0,333.0,мансардный этаж,Санкт-Петербург,"Бары, Центры паровых коктейлей, Антикафе",округ Аптекарский остров,197
улица Куйбышева,"Berloga bar, уютный гастробар","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}]",1500.0,197046.0,59.954601,30.326215,4.8,152.0,231.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.8,152.0,231.0,,Санкт-Петербург,"Бары, Рестораны",округ Кронверкское,197
улица Чапаева,"Негодники, гастропаб","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}]",2000.0,197046.0,59.95829,30.333045,4.9,32.0,43.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.9,32.0,43.0,1 этаж,Санкт-Петербург,"Бары, Рестораны",округ Кронверкское,197
Кронверкский проспект,"Моцарт, кафе","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'kafe', 'id': '161', 'kind': 'primary', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",1700.0,197101.0,59.956876,30.318243,4.6,90.0,122.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 5, 'recommendation_count': 2, 'review_count': 21, 'tag': 'flamp'}]",4.6,90.0,122.0,,Санкт-Петербург,"Бары, Кафе",округ Кронверкское,197
Фурштатская улица,"Золотая Пинта, бар","[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",,191028.0,59.945114,30.353028,4.6,67.0,102.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 3.6, 'review_count': 5, 'tag': 'flamp'}]",4.6,67.0,102.0,цокольный этаж,Санкт-Петербург,"Бары, Кафе",Литейный округ,191
улица Чайковского,"Didi, грузинский паб","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}]",3000.0,191123.0,59.9467,30.350762,4.6,15.0,53.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.6,15.0,53.0,,Санкт-Петербург,"Бары, Рестораны",Литейный округ,191
Кирочная улица,"Сухой закон, бар","[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}]",,191014.0,59.943855,30.354764,3.6,13.0,26.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",3.6,13.0,26.0,цокольный этаж,Санкт-Петербург,Бары,округ Смольнинское,191
Каменноостровский проспект,"Фрай, кафе-бар","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'kafe', 'id': '161', 'kind': 'primary', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",800.0,197101.0,59.958568,30.315694,5.0,3.0,6.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",5.0,3.0,6.0,,Санкт-Петербург,"Бары, Кафе",округ Аптекарский остров,197
Каменноостровский проспект,"Фрай, кафе-бар","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'kafe', 'id': '161', 'kind': 'primary', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",800.0,197101.0,59.958568,30.315694,5.0,3.0,6.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",5.0,3.0,6.0,,Санкт-Петербург,"Бары, Кафе",округ Кронверкское,197
Каменноостровский проспект,"Фрай, кафе-бар","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'kafe', 'id': '161', 'kind': 'primary', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",800.0,197101.0,59.958568,30.315694,5.0,3.0,6.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",5.0,3.0,6.0,,Санкт-Петербург,"Бары, Кафе",округ Чкаловское,197
улица Чайковского,"Beer House, сеть баров","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}, {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}, {'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",1200.0,191123.0,59.946609,30.358144,4.7,132.0,671.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 2.7, 'review_count': 3, 'tag': 'flamp'}]",4.8,3736.0,16443.0,цокольный этаж,Санкт-Петербург,"Бары, Рестораны, Доставка еды, Кафе",округ Смольнинское,191
Шпалерная улица,"Mysterio, бар","[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'banketnye_zaly', 'id': '10803', 'kind': 'additional', 'name': 'Банкетные залы', 'parent_id': '2', 'short_id': 10803}]",,191123.0,59.949125,30.361182,4.9,80.0,1109.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.9,80.0,1109.0,1 этаж,Санкт-Петербург,"Бары, Банкетные залы",округ Смольнинское,191
Каменноостровский проспект,"Ленинград, бар","[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",600.0,197101.0,59.960844,30.316048,4.6,23.0,37.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.6,23.0,37.0,цокольный этаж,Санкт-Петербург,"Бары, Кафе",округ Аптекарский остров,197
Каменноостровский проспект,"Ленинград, бар","[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",600.0,197101.0,59.960844,30.316048,4.6,23.0,37.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.6,23.0,37.0,цокольный этаж,Санкт-Петербург,"Бары, Кафе",округ Кронверкское,197
Каменноостровский проспект,"Ленинград, бар","[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",600.0,197101.0,59.960844,30.316048,4.6,23.0,37.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.6,23.0,37.0,цокольный этаж,Санкт-Петербург,"Бары, Кафе",округ Чкаловское,197
Кирочная улица,"Blackwood Pub, паб","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}, {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}, {'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",1200.0,191123.0,59.943787,30.359051,4.7,158.0,239.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 4.3, 'review_count': 3, 'tag': 'flamp'}]",4.6,1754.0,2743.0,цокольный этаж,Санкт-Петербург,"Бары, Рестораны, Доставка еды, Кафе",округ Смольнинское,191
Литейный проспект,"Метаморфоз, бар-ресторан","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}, {'alias': 'banketnye_zaly', 'id': '10803', 'kind': 'additional', 'name': 'Банкетные залы', 'parent_id': '2', 'short_id': 10803}]",1100.0,191187.0,59.946423,30.348492,4.6,29.0,81.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 4.3, 'review_count': 3, 'tag': 'flamp'}]",4.6,29.0,81.0,1 этаж,Санкт-Петербург,"Бары, Рестораны, Банкетные залы",Литейный округ,191
Чернышевского проспект,"Лето, рестобар","[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}]",,191123.0,59.945809,30.358966,4.3,21.0,26.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.3,21.0,26.0,,Санкт-Петербург,Бары,округ Смольнинское,191
улица Куйбышева,"Localita, бар","[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",1550.0,197046.0,59.957594,30.335019,,,,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",,,,2 этаж; ресторан Wine&Dine,Санкт-Петербург,"Бары, Кафе",округ Кронверкское,197
Гангутская улица,"Giardino, ресторан европейской и русской кухни","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}, {'alias': 'banketnye_zaly', 'id': '10803', 'kind': 'additional', 'name': 'Банкетные залы', 'parent_id': '2', 'short_id': 10803}]",1500.0,191187.0,59.944975,30.339179,4.6,11.0,20.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 5, 'recommendation_count': 2, 'review_count': 3, 'tag': 'flamp'}]",4.6,11.0,20.0,1 этаж,Санкт-Петербург,"Бары, Рестораны, Банкетные залы",Литейный округ,191
улица Куйбышева,Tower Pub,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}, {'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}, {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}]",500.0,197046.0,59.956596,30.331318,4.5,102.0,122.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 2.3, 'recommendation_count': 1, 'review_count': 6, 'tag': 'flamp'}]",4.4,247.0,328.0,,Санкт-Петербург,"Бары, Рестораны, Кафе, Доставка еды",округ Кронверкское,197
улица Чайковского,"Afisha, бар в историческом центре","[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",1500.0,191187.0,59.946433,30.347454,5.0,1.0,11.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",5.0,1.0,11.0,,Санкт-Петербург,"Бары, Кафе",Литейный округ,191
улица Куйбышева,Зал русского виноделия,"[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",1500.0,197046.0,59.957594,30.335019,5.0,1.0,4.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",5.0,1.0,4.0,2 этаж; ресторан Wine&Dine,Санкт-Петербург,"Бары, Кафе",округ Кронверкское,197
Свердловская набережная,"Jäger, рестопаб","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}, {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}]",1200.0,195160.0,59.953582,30.408792,4.8,150.0,216.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 5, 'recommendation_count': 2, 'review_count': 28, 'tag': 'flamp'}]",4.8,737.0,1056.0,,Санкт-Петербург,"Бары, Рестораны, Доставка еды",округ Малая Охта,195
шоссе Революции,"Harat`s, ирландский паб","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}]",1500.0,195160.0,59.958729,30.408555,4.7,35.0,77.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.7,260.0,583.0,1 этаж,Санкт-Петербург,"Бары, Рестораны",округ Малая Охта,195
Пискарёвский проспект,"Nyen, гастропаб","[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",1000.0,195160.0,59.957002,30.406054,4.9,45.0,661.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.9,46.0,664.0,,Санкт-Петербург,"Бары, Кафе",округ Малая Охта,195
Краснодонская улица,"Beer&cakes, крафтовый бар","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'kafe', 'id': '161', 'kind': 'primary', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",800.0,195160.0,59.955699,30.413402,4.9,26.0,45.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.9,26.0,45.0,цокольный этаж,Санкт-Петербург,"Бары, Кафе",округ Малая Охта,195
улица Маршала Тухачевского,"Забава, кафе-бар","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'kafe', 'id': '161', 'kind': 'primary', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",300.0,195067.0,59.970971,30.423121,2.6,26.0,40.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",2.6,26.0,40.0,цокольный этаж,Санкт-Петербург,"Бары, Кафе",округ Малая Охта,195
Металлистов проспект,"InDuke, гастробар","[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",1500.0,195197.0,59.972121,30.39485,4.7,64.0,91.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 3.3, 'review_count': 3, 'tag': 'flamp'}]",4.8,284.0,353.0,,Санкт-Петербург,"Бары, Кафе",округ Полюстрово,195
Металлистов проспект,"Дружба, кафе-бар","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'kafe', 'id': '161', 'kind': 'primary', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}, {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}]",800.0,195221.0,59.969757,30.406774,3.3,35.0,42.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 5, 'review_count': 1, 'tag': 'flamp'}]",3.3,34.0,41.0,,Санкт-Петербург,"Бары, Кафе, Доставка еды",округ Полюстрово,195
Большеохтинский проспект,Лобби-бар,"[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",1000.0,195027.0,59.948924,30.408577,3.9,3.0,8.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",3.9,3.0,8.0,2 этаж,Санкт-Петербург,"Бары, Кафе",округ Малая Охта,195
улица Буренина,Лобби-бар,"[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}]",,195067.0,59.969947,30.42601,5.0,4.0,6.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",5.0,4.0,6.0,1 этаж,Санкт-Петербург,Бары,округ Малая Охта,195
Приморский проспект,"Milwaukee, бар-ресторан","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}, {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}]",1500.0,197374.0,59.989174,30.188015,4.7,76.0,123.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.7,76.0,123.0,1 этаж,Санкт-Петербург,"Бары, Рестораны, Доставка еды",округ Комендантский аэродром,197
улица Савушкина,"Beer House, сеть баров","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}, {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}, {'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",1200.0,197374.0,59.989476,30.202491,4.5,88.0,374.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 3, 'review_count': 1, 'tag': 'flamp'}]",4.8,3736.0,16443.0,цокольный этаж,Санкт-Петербург,"Бары, Рестораны, Доставка еды, Кафе",округ Комендантский аэродром,197
улица Савушкина,"Prosecco, бар","[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}]",,197374.0,59.986178,30.203788,3.9,6.0,10.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",3.9,6.0,10.0,3 этаж,Санкт-Петербург,Бары,округ Комендантский аэродром,197
