"rent, rub/month",address,city,"price_per_sqm, rub/month","square, m^2",type,url,OSM_address,address_info,district,lat,lon,nearest_metro,distance_km,distance_center_km,distance_center_m,square_category,square_category_encoding
200000,Тосина,Санкт-Петербург,2361,84,Универсальное помещение,https://spb.n1.ru/view/115905928/?open_card_kn,"Тосина, 1 корп. 2, Санкт-Петербург, Россия","{'district': 'округ Волковское', 'lat': 59.9026624, 'lon': 30.3492357}",округ Волковское,59.9026624,30.3492357,"Санкт-Петербург, Волковская",0.8797842474061954,4.5,4500,Средняя,2
330000,Заставская,Санкт-Петербург,6600,50,Универсальное помещение,https://spb.n1.ru/view/115285927/?open_card_kn,"Заставская, 30, Санкт-Петербург, Россия","{'district': 'округ Московская застава', 'lat': 59.8873312, 'lon': 30.3437813}",округ Московская застава,59.8873312,30.3437813,"Санкт-Петербург, Волковская",1.249200816154861,5.93,5930,Средняя,2
490000,Науки проспект,Санкт-Петербург,8750,56,Универсальное помещение,https://spb.n1.ru/view/115986821/?open_card_kn,"Науки проспект, 23 корп. 2, Санкт-Петербург, Россия","{'district': 'округ Пискарёвка', 'lat': 60.0037408, 'lon': 30.4352109}",округ Пискарёвка,60.0037408,30.4352109,"Санкт-Петербург, Академическая",2.414211067563522,10.22,10220,Средняя,2
31500,Индустриальный проспект,Санкт-Петербург,750,42,Универсальное помещение,https://spb.n1.ru/view/115970363/?open_card_kn,"Индустриальный проспект, 11, Санкт-Петербург, Россия","{'district': 'округ Пороховые', 'lat': 59.9384646, 'lon': 30.4772833}",округ Пороховые,59.9384646,30.4772833,"Санкт-Петербург, Проспект Большевиков",2.159402619052288,9.43,9430,Маленькая,1
350000,Маяковского,Санкт-Петербург,5833,60,Универсальное помещение,https://spb.n1.ru/view/115613437/?open_card_kn,"Маяковского, 3, Санкт-Петербург, Россия","{'district': 'Литейный округ', 'lat': 59.9339801, 'lon': 30.3550414}",Литейный округ,59.9339801,30.3550414,"Санкт-Петербург, Маяковская",0.2652157389059218,2.63,2630,Средняя,2
95000,Выборгское шоссе,Санкт-Петербург,2300,41,Универсальное помещение,https://spb.n1.ru/view/114195214/?open_card_kn,"Выборгское шоссе, 15, Санкт-Петербург, Россия","{'district': 'округ Шувалово-Озерки', 'lat': 60.0528093, 'lon': 30.3120543}",округ Шувалово-Озерки,60.0528093,30.3120543,"Санкт-Петербург, Проспект Просвещения",1.1554532355009075,12.85,12850,Маленькая,1
159120,Салова,Санкт-Петербург,2600,61,Универсальное помещение,https://spb.n1.ru/view/114501131/?open_card_kn,"Салова, 61, Санкт-Петербург, Россия","{'district': 'округ Волковское', 'lat': 59.8849503, 'lon': 30.368332}",округ Волковское,59.8849503,30.368332,"Санкт-Петербург, Бухарестская",0.1665904441495153,6.74,6740,Средняя,2
200000,Лисичанская,Санкт-Петербург,2985,67,Универсальное помещение,https://spb.n1.ru/view/115181879/?open_card_kn,"Лисичанская, 22, Санкт-Петербург, Россия","{'district': 'округ Ланское', 'lat': 59.986492, 'lon': 30.3082139}",округ Ланское,59.986492,30.3082139,"Санкт-Петербург, Чёрная речка",0.42426219581425173,5.46,5460,Средняя,2
400000,Кирочная,Санкт-Петербург,5194,77,Универсальное помещение,https://spb.n1.ru/view/116199898/?open_card_kn,"Кирочная, 19, Санкт-Петербург, Россия","{'district': 'Литейный округ', 'lat': 59.9435953, 'lon': 30.360381}",Литейный округ,59.9435953,30.360381,"Санкт-Петербург, Чернышевская",0.10586840557738746,2.97,2970,Средняя,2
351540,Невский проспект,Санкт-Петербург,2100,167,Универсальное помещение,https://spb.n1.ru/view/116182659/?open_card_kn,"Невский проспект, 173, Санкт-Петербург, Россия","{'district': 'округ Смольнинское', 'lat': 59.9241356, 'lon': 30.3830244}",округ Смольнинское,59.9241356,30.3830244,"Санкт-Петербург, Площадь Александра Невского-2",0.06652399312117382,4.42,4420,Большая,3
210800,Манежная площадь,Санкт-Петербург,850,248,Универсальное помещение,https://spb.n1.ru/view/115510589/?open_card_kn,"Манежная площадь, 5, Санкт-Петербург, Россия","{'district': 'Дворцовый округ', 'lat': 59.9362281, 'lon': 30.3406479}",Дворцовый округ,59.9362281,30.3406479,"Санкт-Петербург, Гостиный Двор",0.5778166315775033,1.8,1800,Большая,3
670000,Белинского,Санкт-Петербург,3941,170,Универсальное помещение,https://spb.n1.ru/view/115840021/?open_card_kn,"Белинского, 8, Санкт-Петербург, Россия","{'district': 'Литейный округ', 'lat': 59.9382458, 'lon': 30.3459714}",Литейный округ,59.9382458,30.3459714,"Санкт-Петербург, Маяковская",0.8947650742875317,2.09,2090,Большая,3
1100000,Морской проспект,Санкт-Петербург,2972,370,Универсальное помещение,https://spb.n1.ru/view/115820230/?open_card_kn,"Морской проспект, 28, Санкт-Петербург, Россия","{'district': 'округ Чкаловское', 'lat': 59.9703545, 'lon': 30.2618577}",округ Чкаловское,59.9703545,30.2618577,"Санкт-Петербург, Крестовский остров",0.20548301429836688,4.5,4500,Крупная,4
360000,Невский проспект,Санкт-Петербург,6000,60,Универсальное помещение,https://spb.n1.ru/view/116104132/?open_card_kn,"Невский проспект, 136, Санкт-Петербург, Россия","{'district': 'округ Лиговка-Ямская', 'lat': 59.9303542, 'lon': 30.3682305}",округ Лиговка-Ямская,59.9303542,30.3682305,"Санкт-Петербург, Площадь Восстания",0.4523912156154072,3.43,3430,Средняя,2
550000,Казанская,Санкт-Петербург,9166,60,Универсальное помещение,https://spb.n1.ru/view/115805435/?open_card_kn,"Казанская, 22, Санкт-Петербург, Россия","{'district': 'округ № 78', 'lat': 59.9310323, 'lon': 30.3201602}",округ № 78,59.9310323,30.3201602,"Санкт-Петербург, Сенная площадь",0.4389491245647951,0.97,970,Средняя,2
190000,Салова,Санкт-Петербург,3386,56,Универсальное помещение,https://spb.n1.ru/view/111014705/?open_card_kn,"Салова, 61, Санкт-Петербург, Россия","{'district': 'округ Волковское', 'lat': 59.8849503, 'lon': 30.368332}",округ Волковское,59.8849503,30.368332,"Санкт-Петербург, Бухарестская",0.1665904441495153,6.74,6740,Средняя,2
148000,Заречная,Санкт-Петербург,2000,74,Универсальное помещение,https://spb.n1.ru/view/112849829/?open_card_kn,"Заречная, 19 корп. 1, Санкт-Петербург, Россия","{'district': 'Торфяное', 'lat': 60.082999, 'lon': 30.3426243}",Торфяное,60.082999,30.3426243,"Санкт-Петербург, Парнас",1.8503393741469367,16.32,16320,Средняя,2
222000,Заречная,Санкт-Петербург,2000,111,Универсальное помещение,https://spb.n1.ru/view/112849828/?open_card_kn,"Заречная, 19 корп. 1, Санкт-Петербург, Россия","{'district': 'Торфяное', 'lat': 60.082999, 'lon': 30.3426243}",Торфяное,60.082999,30.3426243,"Санкт-Петербург, Парнас",1.8503393741469367,16.32,16320,Средняя,2
80000,Предпортовая,Санкт-Петербург,1000,80,Универсальное помещение,https://spb.n1.ru/view/114316933/?open_card_kn,"Предпортовая, 3, Санкт-Петербург, Россия","{'district': 'округ Новоизмайловское', 'lat': 59.8319517, 'lon': 30.3027941}",округ Новоизмайловское,59.8319517,30.3027941,"Санкт-Петербург, Московская",2.469122290215357,11.76,11760,Средняя,2
100000,Гражданский проспект,Санкт-Петербург,3225,31,Универсальное помещение,https://spb.n1.ru/view/113616235/?open_card_kn,"Гражданский проспект, 113 корп. 3, Санкт-Петербург, Россия","{'district': 'округ № 21', 'lat': 60.0354362, 'lon': 30.4204274}",округ № 21,60.0354362,30.4204274,"Санкт-Петербург, Гражданский проспект",0.13534126366161855,12.57,12570,Маленькая,1
200000,Коломяжский проспект,Санкт-Петербург,2666,75,Универсальное помещение,https://spb.n1.ru/view/113616231/?open_card_kn,"Коломяжский проспект, 15 корп. 1, Санкт-Петербург, Россия","{'district': 'округ Комендантский аэродром', 'lat': 60.0145485, 'lon': 30.2937722}",округ Комендантский аэродром,60.0145485,30.2937722,"Санкт-Петербург, Удельная",1.2281845271677585,8.62,8620,Средняя,2
250000,Пионерская,Санкт-Петербург,1470,170,Универсальное помещение,https://spb.n1.ru/view/116063366/?open_card_kn,"Пионерская, 50, Санкт-Петербург, Россия","{'district': 'Петровский округ', 'lat': 59.9635302, 'lon': 30.2717962}",Петровский округ,59.9635302,30.2717962,"Санкт-Петербург, Крестовский остров",1.1441779911531633,3.56,3560,Большая,3
960000,Заречная,Санкт-Петербург,2000,480,Универсальное помещение,https://spb.n1.ru/view/113580047/?open_card_kn,"Заречная, 19 корп. 1, Санкт-Петербург, Россия","{'district': 'Торфяное', 'lat': 60.082999, 'lon': 30.3426243}",Торфяное,60.082999,30.3426243,"Санкт-Петербург, Парнас",1.8503393741469367,16.32,16320,Крупная,4
210000,Туристская,Санкт-Петербург,2333,90,Универсальное помещение,https://spb.n1.ru/view/113579890/?open_card_kn,"Туристская, 28 корп. 1, Санкт-Петербург, Россия","{'district': 'округ № 65', 'lat': 60.0012404, 'lon': 30.209274}",округ № 65,60.0012404,30.209274,"Санкт-Петербург, Беговая",1.5370781135161147,9.01,9010,Средняя,2
500000,Дачный проспект,Санкт-Петербург,1903,262,Универсальное помещение,https://spb.n1.ru/view/116041501/?open_card_kn,"Дачный проспект, 17 корп. 2, Санкт-Петербург, Россия","{'district': 'округ Дачное', 'lat': 59.8405279, 'lon': 30.2573751}",округ Дачное,59.8405279,30.2573751,"Санкт-Петербург, Проспект Ветеранов",0.35413103152186454,11.18,11180,Большая,3
230000,Предпортовая,Санкт-Петербург,1000,230,Универсальное помещение,https://spb.n1.ru/view/113898430/?open_card_kn,"Предпортовая, 3, Санкт-Петербург, Россия","{'district': 'округ Новоизмайловское', 'lat': 59.8319517, 'lon': 30.3027941}",округ Новоизмайловское,59.8319517,30.3027941,"Санкт-Петербург, Московская",2.469122290215357,11.76,11760,Большая,3
117370,Предпортовая,Санкт-Петербург,1100,106,Универсальное помещение,https://spb.n1.ru/view/113898140/?open_card_kn,"Предпортовая, 3, Санкт-Петербург, Россия","{'district': 'округ Новоизмайловское', 'lat': 59.8319517, 'lon': 30.3027941}",округ Новоизмайловское,59.8319517,30.3027941,"Санкт-Петербург, Московская",2.469122290215357,11.76,11760,Средняя,2
450000,Восстания,Санкт-Петербург,2848,158,Универсальное помещение,https://spb.n1.ru/view/115681401/?open_card_kn,"Восстания, 36, Санкт-Петербург, Россия","{'district': 'округ Смольнинское', 'lat': 59.9431388, 'lon': 30.3607874}",округ Смольнинское,59.9431388,30.3607874,"Санкт-Петербург, Чернышевская",0.16122831700109772,2.98,2980,Большая,3
340000,Кутузова набережная,Санкт-Петербург,3617,94,Универсальное помещение,https://spb.n1.ru/view/111284562/?open_card_kn,"Кутузова набережная, 24, Санкт-Петербург, Россия","{'district': 'Литейный округ', 'lat': 59.9498559, 'lon': 30.3488591}",Литейный округ,59.9498559,30.3488591,"Санкт-Петербург, Чернышевская",0.851866191008995,2.64,2640,Средняя,2
184000,Ленинский проспект,Санкт-Петербург,2000,92,Универсальное помещение,https://spb.n1.ru/view/113875246/?open_card_kn,"Ленинский проспект, 56, Санкт-Петербург, Россия","{'district': 'Южно-Приморский округ', 'lat': 59.8663957, 'lon': 30.1607296}",Южно-Приморский округ,59.8663957,30.1607296,"Санкт-Петербург, Автово",5.619590821462546,11.46,11460,Средняя,2
76140,Энергетиков проспект,Санкт-Петербург,1800,42,Универсальное помещение,https://spb.n1.ru/view/115297061/?open_card_kn,"Энергетиков проспект, 70 корп. 1, Санкт-Петербург, Россия","{'district': 'округ Большая Охта', 'lat': 59.9418245, 'lon': 30.4350342}",округ Большая Охта,59.9418245,30.4350342,"Санкт-Петербург, Ладожская",1.0783990785867967,7.08,7080,Маленькая,1
48000,Апрельская,Санкт-Петербург,1500,32,Универсальное помещение,https://spb.n1.ru/view/115296987/?open_card_kn,"Апрельская, 5, Санкт-Петербург, Россия","{'district': 'округ Полюстрово', 'lat': 59.9630542, 'lon': 30.4167546}",округ Полюстрово,59.9630542,30.4167546,"Санкт-Петербург, Площадь Ленина",3.47861617332273,6.68,6680,Маленькая,1
364350,Гороховая,Санкт-Петербург,3500,104,Универсальное помещение,https://spb.n1.ru/view/77897234/?open_card_kn,"Гороховая, 47в, Санкт-Петербург, Россия","{'district': 'округ № 78', 'lat': 59.9351686, 'lon': 30.3120841}",округ № 78,59.9351686,30.3120841,"Санкт-Петербург, Адмиралтейская",0.1770765798961663,0.32,320,Средняя,2
600000,Бабушкина,Санкт-Петербург,2000,300,Универсальное помещение,https://spb.n1.ru/view/115644030/?open_card_kn,"Бабушкина, 8 корп. 2, Санкт-Петербург, Россия","{'district': 'округ Невская застава', 'lat': 59.8945374, 'lon': 30.4268845}",округ Невская застава,59.8945374,30.4268845,"Санкт-Петербург, Елизаровская",0.2967365861657092,8.17,8170,Крупная,4
85000,Восстания,Санкт-Петербург,1148,74,Универсальное помещение,https://spb.n1.ru/view/116332519/?open_card_kn,"Восстания, 55б, Санкт-Петербург, Россия","{'district': 'округ Смольнинское', 'lat': 59.9431388, 'lon': 30.3607874}",округ Смольнинское,59.9431388,30.3607874,"Санкт-Петербург, Чернышевская",0.16122831700109772,2.98,2980,Средняя,2
125000,Челюскина,Санкт-Петербург,2059,60,Универсальное помещение,https://spb.n1.ru/view/115643994/?open_card_kn,"Челюскина, 8, Санкт-Петербург, Россия","{'district': 'округ Морской', 'lat': 59.9420677, 'lon': 30.1865424}",округ Морской,59.9420677,30.1865424,"Санкт-Петербург, Приморская",2.7698622581715133,6.84,6840,Средняя,2
93000,Бухарестская,Санкт-Петербург,2021,46,Универсальное помещение,https://spb.n1.ru/view/115643993/?open_card_kn,"Бухарестская, 67 корп. 1, Санкт-Петербург, Россия","{'district': 'Балканский округ', 'lat': 59.8290401, 'lon': 30.4218602}",Балканский округ,59.8290401,30.4218602,"Санкт-Петербург, Шушары",1.1656429302536107,13.65,13650,Маленькая,1
31400,Народная,Санкт-Петербург,1000,31,Универсальное помещение,https://spb.n1.ru/view/115289524/?open_card_kn,"Народная, 87, Санкт-Петербург, Россия","{'district': 'Народный округ', 'lat': 59.8842582, 'lon': 30.4860367}",Народный округ,59.8842582,30.4860367,"Санкт-Петербург, Пролетарская",2.2933927036323865,11.56,11560,Маленькая,1
122100,Днепропетровская,Санкт-Петербург,2750,44,Универсальное помещение,https://spb.n1.ru/view/115289454/?open_card_kn,"Днепропетровская, 7, Санкт-Петербург, Россия","{'district': 'округ Лиговка-Ямская', 'lat': 59.9191807, 'lon': 30.3614093}",округ Лиговка-Ямская,59.9191807,30.3614093,"Санкт-Петербург, Лиговский проспект",0.3800970872443527,3.59,3590,Маленькая,1
175000,Кушелевская дорога,Санкт-Петербург,2543,68,Универсальное помещение,https://spb.n1.ru/view/116325082/?open_card_kn,"Кушелевская дорога, 1 корп. 2, Санкт-Петербург, Россия","{'district': 'округ Пискарёвка', 'lat': 59.9898225, 'lon': 30.3730833}",округ Пискарёвка,59.9898225,30.3730833,"Санкт-Петербург, Площадь Мужества",1.1480227392908242,6.85,6850,Средняя,2
1100000,Большевиков проспект,Санкт-Петербург,4680,235,Универсальное помещение,https://spb.n1.ru/view/116306158/?open_card_kn,"Большевиков проспект, 3, Санкт-Петербург, Россия","{'district': 'округ № 54', 'lat': 59.8962178, 'lon': 30.4891271}",округ № 54,59.8962178,30.4891271,"Санкт-Петербург, Улица Дыбенко",1.2979929683547238,11.1,11100,Большая,3
200000,Шкапина,Санкт-Петербург,2259,88,Универсальное помещение,https://spb.n1.ru/view/116015276/?open_card_kn,"Шкапина, 15, Санкт-Петербург, Россия","{'district': 'Екатерингофский округ', 'lat': 59.9037894, 'lon': 30.2885942}",Екатерингофский округ,59.9037894,30.2885942,"Санкт-Петербург, Балтийская",0.7048497481682481,3.92,3920,Средняя,2
667000,Большевиков проспект,Санкт-Петербург,1684,396,Универсальное помещение,https://spb.n1.ru/view/115986897/?open_card_kn,"Большевиков проспект, 42 корп. 2, Санкт-Петербург, Россия","{'district': 'Народный округ', 'lat': 59.8784177, 'lon': 30.4812539}",Народный округ,59.8784177,30.4812539,"Санкт-Петербург, Пролетарская",1.5912791702751286,11.69,11690,Крупная,4
1500000,Невский проспект,Санкт-Петербург,3198,469,Универсальное помещение,https://spb.n1.ru/view/115830118/?open_card_kn,"Невский проспект, 137, Санкт-Петербург, Россия","{'district': 'округ Лиговка-Ямская', 'lat': 59.9265877, 'lon': 30.3763066}",округ Лиговка-Ямская,59.9265877,30.3763066,"Санкт-Петербург, Площадь Александра Невского-2",0.5209117900129269,3.98,3980,Крупная,4
164650,Литейный проспект,Санкт-Петербург,1850,89,Универсальное помещение,https://spb.n1.ru/view/115716865/?open_card_kn,"Литейный проспект, 41, Санкт-Петербург, Россия","{'district': 'Литейный округ', 'lat': 59.9394437, 'lon': 30.3478845}",Литейный округ,59.9394437,30.3478845,"Санкт-Петербург, Чернышевская",0.8699662694685604,2.21,2210,Средняя,2
149000,Ленсовета,Санкт-Петербург,827,180,Универсальное помещение,https://spb.n1.ru/view/115563178/?open_card_kn,"Ленсовета, 24, Санкт-Петербург, Россия","{'district': 'округ Звёздное', 'lat': 59.8502266, 'lon': 30.330459}",округ Звёздное,59.8502266,30.330459,"Санкт-Петербург, Московская",0.4780865420183354,9.8,9800,Большая,3
59200,Литейный проспект,Санкт-Петербург,1850,32,Универсальное помещение,https://spb.n1.ru/view/115559123/?open_card_kn,"Литейный проспект, 41, Санкт-Петербург, Россия","{'district': 'Литейный округ', 'lat': 59.9394437, 'lon': 30.3478845}",Литейный округ,59.9394437,30.3478845,"Санкт-Петербург, Чернышевская",0.8699662694685604,2.21,2210,Маленькая,1
183000,Манежная площадь,Санкт-Петербург,1000,183,Универсальное помещение,https://spb.n1.ru/view/115510587/?open_card_kn,"Манежная площадь, 5, Санкт-Петербург, Россия","{'district': 'Дворцовый округ', 'lat': 59.9362281, 'lon': 30.3406479}",Дворцовый округ,59.9362281,30.3406479,"Санкт-Петербург, Гостиный Двор",0.5778166315775033,1.8,1800,Большая,3
100000,Манежная площадь,Санкт-Петербург,1000,100,Универсальное помещение,https://spb.n1.ru/view/115510585/?open_card_kn,"Манежная площадь, 5, Санкт-Петербург, Россия","{'district': 'Дворцовый округ', 'lat': 59.9362281, 'lon': 30.3406479}",Дворцовый округ,59.9362281,30.3406479,"Санкт-Петербург, Гостиный Двор",0.5778166315775033,1.8,1800,Средняя,2
1200000,Выборгское шоссе,Санкт-Петербург,2500,480,Универсальное помещение,https://spb.n1.ru/view/114386290/?open_card_kn,"Выборгское шоссе, 12, Санкт-Петербург, Россия","{'district': 'округ Шувалово-Озерки', 'lat': 60.0372446, 'lon': 30.3179169}",округ Шувалово-Озерки,60.0372446,30.3179169,"Санкт-Петербург, Озерки",0.2034124228708919,11.12,11120,Крупная,4
62500,Предпортовая,Санкт-Петербург,1250,50,Универсальное помещение,https://spb.n1.ru/view/114317040/?open_card_kn,"Предпортовая, 3, Санкт-Петербург, Россия","{'district': 'округ Новоизмайловское', 'lat': 59.8319517, 'lon': 30.3027941}",округ Новоизмайловское,59.8319517,30.3027941,"Санкт-Петербург, Московская",2.469122290215357,11.76,11760,Средняя,2
129500,Литейный проспект,Санкт-Петербург,1850,70,Универсальное помещение,https://spb.n1.ru/view/109777386/?open_card_kn,"Литейный проспект, 41, Санкт-Петербург, Россия","{'district': 'Литейный округ', 'lat': 59.9394437, 'lon': 30.3478845}",Литейный округ,59.9394437,30.3478845,"Санкт-Петербург, Чернышевская",0.8699662694685604,2.21,2210,Средняя,2
50000,Литейный проспект,Санкт-Петербург,1250,40,Универсальное помещение,https://spb.n1.ru/view/107314896/?open_card_kn,"Литейный проспект, 41, Санкт-Петербург, Россия","{'district': 'Литейный округ', 'lat': 59.9394437, 'lon': 30.3478845}",Литейный округ,59.9394437,30.3478845,"Санкт-Петербург, Чернышевская",0.8699662694685604,2.21,2210,Маленькая,1
100000,Литейный проспект,Санкт-Петербург,1000,100,Универсальное помещение,https://spb.n1.ru/view/77304632/?open_card_kn,"Литейный проспект, 41, Санкт-Петербург, Россия","{'district': 'Литейный округ', 'lat': 59.9394437, 'lon': 30.3478845}",Литейный округ,59.9394437,30.3478845,"Санкт-Петербург, Чернышевская",0.8699662694685604,2.21,2210,Средняя,2
950000,Просвещения проспект,Санкт-Петербург,1938,490,Универсальное помещение,https://spb.n1.ru/view/115640787/?open_card_kn,"Просвещения проспект, 46 корп. 1, Санкт-Петербург, Россия","{'district': 'округ № 21', 'lat': 60.0342257, 'lon': 30.4258285}",округ № 21,60.0342257,30.4258285,"Санкт-Петербург, Гражданский проспект",0.42882061112738235,12.61,12610,Крупная,4
470550,Реки Мойки набережная,Санкт-Петербург,1500,313,Универсальное помещение,https://spb.n1.ru/view/116330675/?open_card_kn,"Реки Мойки набережная, 37, Санкт-Петербург, Россия","{'district': 'Дворцовый округ', 'lat': 59.9405116, 'lon': 30.3188813}",Дворцовый округ,59.9405116,30.3188813,"Санкт-Петербург, Адмиралтейская",0.5592292552738048,0.66,660,Крупная,4
1376452,Красногвардейский переулок,Санкт-Петербург,1199,1148,Универсальное помещение,https://spb.n1.ru/view/116330655/?open_card_kn,"Красногвардейский переулок, 23, Санкт-Петербург, Россия","{'district': 'округ Ланское', 'lat': 59.9839064, 'lon': 30.3198864}",округ Ланское,59.9839064,30.3198864,"Санкт-Петербург, Чёрная речка",1.0743411524432362,5.21,5210,Очень крупная,5
80000,Димитрова,Санкт-Петербург,1197,66,Универсальное помещение,https://spb.n1.ru/view/114575872/?open_card_kn,"Димитрова, 2, Санкт-Петербург, Россия","{'district': 'Георгиевский округ', 'lat': 59.8481846, 'lon': 30.3917555}",Георгиевский округ,59.8481846,30.3917555,"Санкт-Петербург, Проспект Славы",0.949659055276811,10.99,10990,Средняя,2
711000,Савушкина,Санкт-Петербург,1800,395,Универсальное помещение,https://spb.n1.ru/view/113132866/?open_card_kn,"Савушкина, 119, Санкт-Петербург, Россия","{'district': 'округ № 65', 'lat': 59.9866087, 'lon': 30.2262167}",округ № 65,59.9866087,30.2262167,"Санкт-Петербург, Беговая",1.3258844551877647,7.15,7150,Крупная,4
195000,Витебский проспект,Санкт-Петербург,2215,88,Универсальное помещение,https://spb.n1.ru/view/115285932/?open_card_kn,"Витебский проспект, 101 корп. 1, Санкт-Петербург, Россия","{'district': 'Район не найден', 'lat': 59.8146918, 'lon': 30.3802241}",Район не найден,59.8146918,30.3802241,"Санкт-Петербург, Купчино",1.7045714371207024,14.26,14260,Средняя,2
439600,Литейный проспект,Санкт-Петербург,2854,154,Универсальное помещение,https://spb.n1.ru/view/115285931/?open_card_kn,"Литейный проспект, 48, Санкт-Петербург, Россия","{'district': 'Литейный округ', 'lat': 59.9370444, 'lon': 30.3497497}",Литейный округ,59.9370444,30.3497497,"Санкт-Петербург, Маяковская",0.6731570583374069,2.3,2300,Большая,3
550000,Жуковского,Санкт-Петербург,3235,170,Универсальное помещение,https://spb.n1.ru/view/115285925/?open_card_kn,"Жуковского, 22, Санкт-Петербург, Россия","{'district': 'Литейный округ', 'lat': 59.9362712, 'lon': 30.3575662}",Литейный округ,59.9362712,30.3575662,"Санкт-Петербург, Маяковская",0.5390725918423658,2.74,2740,Большая,3
40000,Архитектора Белова,Санкт-Петербург,800,50,Универсальное помещение,https://spb.n1.ru/view/115285838/?open_card_kn,"Архитектора Белова, 9, Санкт-Петербург, Россия","{'district': 'Торфяное', 'lat': 60.0684807, 'lon': 30.3160101}",Торфяное,60.0684807,30.3160101,"Санкт-Петербург, Парнас",1.0101765948170078,14.6,14600,Средняя,2
280000,Большеохтинский проспект,Санкт-Петербург,1400,200,Универсальное помещение,https://spb.n1.ru/view/115285831/?open_card_kn,"Большеохтинский проспект, 15 корп. 2, Санкт-Петербург, Россия","{'district': 'округ Большая Охта', 'lat': 59.9447638, 'lon': 30.4102351}",округ Большая Охта,59.9447638,30.4102351,"Санкт-Петербург, Новочеркасская",1.7580555233535828,5.74,5740,Большая,3
214360,Галерный проезд,Санкт-Петербург,2300,93,Универсальное помещение,https://spb.n1.ru/view/115996153/?open_card_kn,"Галерный проезд, 1 корп. 2, Санкт-Петербург, Россия","{'district': 'округ Гавань', 'lat': 59.9346635, 'lon': 30.2266107}",округ Гавань,59.9346635,30.2266107,"Санкт-Петербург, Приморская",1.6008079472020618,4.6,4600,Средняя,2
15000,Академика Лебедева,Санкт-Петербург,600,25,Универсальное помещение,https://spb.n1.ru/view/77790253/?open_card_kn,"Академика Лебедева, 14/2, Санкт-Петербург, Россия","{'district': 'Финляндский округ', 'lat': 59.9626328, 'lon': 30.3554183}",Финляндский округ,59.9626328,30.3554183,"Санкт-Петербург, Площадь Ленина",0.643146909408435,3.83,3830,Маленькая,1
144000,Народная,Санкт-Петербург,1800,80,Универсальное помещение,https://spb.n1.ru/view/113128812/?open_card_kn,"Народная, 5, Санкт-Петербург, Россия","{'district': 'Народный округ', 'lat': 59.8787074, 'lon': 30.4615164}",Народный округ,59.8787074,30.4615164,"Санкт-Петербург, Ломоносовская",1.1034152131181776,10.78,10780,Средняя,2
239760,Большеохтинский проспект,Санкт-Петербург,1200,199,Универсальное помещение,https://spb.n1.ru/view/77786138/?open_card_kn,"Большеохтинский проспект, 15 корп. 2, Санкт-Петербург, Россия","{'district': 'округ Большая Охта', 'lat': 59.9447638, 'lon': 30.4102351}",округ Большая Охта,59.9447638,30.4102351,"Санкт-Петербург, Новочеркасская",1.7580555233535828,5.74,5740,Большая,3
100000,Муринская дорога,Санкт-Петербург,988,101,Универсальное помещение,https://spb.n1.ru/view/116328276/?open_card_kn,"Муринская дорога, 11 корп. 3, Санкт-Петербург, Россия","{'district': 'округ Полюстрово', 'lat': 60.0051571, 'lon': 30.4848539}",округ Полюстрово,60.0051571,30.4848539,"Санкт-Петербург, Гражданский проспект",4.96479671482425,12.4,12400,Средняя,2
49980,Осипенко,Санкт-Петербург,1666,30,Универсальное помещение,https://spb.n1.ru/view/116327781/?open_card_kn,"Осипенко, 3а, Санкт-Петербург, Россия","{'district': 'округ Пороховые', 'lat': 59.9466116, 'lon': 30.4839606}",округ Пороховые,59.9466116,30.4839606,"Санкт-Петербург, Ладожская",2.941956297586587,9.85,9850,Маленькая,1
500000,Невский проспект,Санкт-Петербург,3759,133,Универсальное помещение,https://spb.n1.ru/view/115990503/?open_card_kn,"Невский проспект, 15, Санкт-Петербург, Россия","{'district': 'округ № 78', 'lat': 59.9362585, 'lon': 30.318024}",округ № 78,59.9362585,30.318024,"Санкт-Петербург, Адмиралтейская",0.17783374931090454,0.54,540,Большая,3
115000,Измайловский проспект,Санкт-Петербург,1121,102,Универсальное помещение,https://spb.n1.ru/view/114951798/?open_card_kn,"Измайловский проспект, 3, Санкт-Петербург, Россия","{'district': 'округ Измайловское', 'lat': 59.9181798, 'lon': 30.3071434}",округ Измайловское,59.9181798,30.3071434,"Санкт-Петербург, Технологический институт-1",0.6632088033314274,2.15,2150,Средняя,2
700000,18-я В.О. линия,Санкт-Петербург,8036,87,Универсальное помещение,https://spb.n1.ru/view/115989488/?open_card_kn,"18-я В.О. линия, 9, Санкт-Петербург, Россия","{'district': 'округ № 7', 'lat': 59.9406703, 'lon': 30.2844298}",округ № 7,59.9406703,30.2844298,"Санкт-Петербург, Василеостровская",0.40416630958825417,1.4,1400,Средняя,2
195000,Энгельса проспект,Санкт-Петербург,1961,99,Универсальное помещение,https://spb.n1.ru/view/112336013/?open_card_kn,"Энгельса проспект, 29, Санкт-Петербург, Россия","{'district': 'округ Светлановское', 'lat': 60.0067246, 'lon': 30.3277454}",округ Светлановское,60.0067246,30.3277454,"Санкт-Петербург, Удельная",1.2998430405532375,7.79,7790,Средняя,2
