"rent, rub/month",address,city,"price_per_sqm, rub/month","square, m^2",type,url,OSM_address,address_info,district,lat,lon,nearest_metro,distance_km,distance_center_km,distance_center_m,square_category,square_category_encoding
900000,Энгельса проспект,Санкт-Петербург,2556,352,Торговая площадь,https://spb.n1.ru/view/115811406/?open_card_kn,"Энгельса проспект, 139/21, Санкт-Петербург, Россия","{'district': 'округ Сергиевское', 'lat': 60.0518295, 'lon': 30.3352067}",округ Сергиевское,60.0518295,30.3352067,"Санкт-Петербург, Проспект Просвещения",0.14927973889183097,12.82,12820,Крупная,4
945000,КИМа проспект,Санкт-Петербург,1897,498,Торговая площадь,https://spb.n1.ru/view/115811398/?open_card_kn,"КИМа проспект, 7/19б, Санкт-Петербург, Россия","{'district': 'округ Остров Декабристов', 'lat': 59.9508531, 'lon': 30.2470273}",округ Остров Декабристов,59.9508531,30.2470273,"Санкт-Петербург, Приморская",0.7402255299934533,3.75,3750,Крупная,4
35000,Народная,Санкт-Петербург,2692,13,Торговая площадь,https://spb.n1.ru/view/115113263/?open_card_kn,"Народная, 59 корп. 1, Санкт-Петербург, Россия","{'district': 'Народный округ', 'lat': 59.8843893, 'lon': 30.4832274}",Народный округ,59.8843893,30.4832274,"Санкт-Петербург, Пролетарская",2.2515674997438397,11.42,11420,Маленькая,1
370000,Космонавтов проспект,Санкт-Петербург,2402,154,Торговая площадь,https://spb.n1.ru/view/111463937/?open_card_kn,"Космонавтов проспект, 45, Санкт-Петербург, Россия","{'district': 'округ Гагаринское', 'lat': 59.8512153, 'lon': 30.3511165}",округ Гагаринское,59.8512153,30.3511165,"Санкт-Петербург, Московская",1.5989085308562125,9.9,9900,Большая,3
330000,Ветеранов проспект,Санкт-Петербург,2200,150,Торговая площадь,https://spb.n1.ru/view/112502543/?open_card_kn,"Ветеранов проспект, 91 корп. 1, Санкт-Петербург, Россия","{'district': 'округ Ульянка', 'lat': 59.8335415, 'lon': 30.2174823}",округ Ульянка,59.8335415,30.2174823,"Санкт-Петербург, Проспект Ветеранов",2.115934529802192,12.66,12660,Большая,3
349920,Невский проспект,Санкт-Петербург,8100,43,Торговая площадь,https://spb.n1.ru/view/114380179/?open_card_kn,"Невский проспект, 48, Санкт-Петербург, Россия","{'district': 'Дворцовый округ', 'lat': 59.935747, 'lon': 30.3346729}",Дворцовый округ,59.935747,30.3346729,"Санкт-Петербург, Гостиный Двор",0.2570366983343983,1.47,1470,Маленькая,1
247950,Революции шоссе,Санкт-Петербург,950,261,Торговая площадь,https://spb.n1.ru/view/115795888/?open_card_kn,"Революции шоссе, 41/39, Санкт-Петербург, Россия","{'district': 'округ Большая Охта', 'lat': 59.9595185, 'lon': 30.4397368}",округ Большая Охта,59.9595185,30.4397368,"Санкт-Петербург, Ладожская",3.0177106291294136,7.73,7730,Большая,3
100000,Бабушкина,Санкт-Петербург,1207,82,Торговая площадь,https://spb.n1.ru/view/114030081/?open_card_kn,"Бабушкина, 18, Санкт-Петербург, Россия","{'district': 'округ Невская застава', 'lat': 59.8927257, 'lon': 30.4294353}",округ Невская застава,59.8927257,30.4294353,"Санкт-Петербург, Елизаровская",0.5433558875833425,8.4,8400,Средняя,2
324000,Пограничника Гарькавого,Санкт-Петербург,2501,129,Торговая площадь,https://spb.n1.ru/view/115795410/?open_card_kn,"Пограничника Гарькавого, 34 корп. 1, Санкт-Петербург, Россия","{'district': 'округ Константиновское', 'lat': 59.8350256, 'lon': 30.1466825}",округ Константиновское,59.8350256,30.1466825,"Санкт-Петербург, Проспект Ветеранов",5.909119379657513,14.58,14580,Большая,3
655000,Революции шоссе,Санкт-Петербург,850,770,Торговая площадь,https://spb.n1.ru/view/115795403/?open_card_kn,"Революции шоссе, 41/39, Санкт-Петербург, Россия","{'district': 'округ Большая Охта', 'lat': 59.9595185, 'lon': 30.4397368}",округ Большая Охта,59.9595185,30.4397368,"Санкт-Петербург, Ладожская",3.0177106291294136,7.73,7730,Очень крупная,5
371500,Революции шоссе,Санкт-Петербург,850,437,Торговая площадь,https://spb.n1.ru/view/115795308/?open_card_kn,"Революции шоссе, 41/39, Санкт-Петербург, Россия","{'district': 'округ Большая Охта', 'lat': 59.9595185, 'lon': 30.4397368}",округ Большая Охта,59.9595185,30.4397368,"Санкт-Петербург, Ладожская",3.0177106291294136,7.73,7730,Крупная,4
210000,Народная,Санкт-Петербург,1272,165,Торговая площадь,https://spb.n1.ru/view/115105594/?open_card_kn,"Народная, 87, Санкт-Петербург, Россия","{'district': 'Народный округ', 'lat': 59.8842582, 'lon': 30.4860367}",Народный округ,59.8842582,30.4860367,"Санкт-Петербург, Пролетарская",2.2933927036323865,11.56,11560,Большая,3
107000,Архитектора Белова,Санкт-Петербург,1202,89,Торговая площадь,https://spb.n1.ru/view/111457129/?open_card_kn,"Архитектора Белова, 6 корп. 1, Санкт-Петербург, Россия","{'district': 'Торфяное', 'lat': 60.0705399, 'lon': 30.3186936}",Торфяное,60.0705399,30.3186936,"Санкт-Петербург, Парнас",0.936759950808711,14.83,14830,Средняя,2
160000,Радищева,Санкт-Петербург,2162,74,Торговая площадь,https://spb.n1.ru/view/115788652/?open_card_kn,"Радищева, 40, Санкт-Петербург, Россия","{'district': 'округ Смольнинское', 'lat': 59.9421515, 'lon': 30.3633888}",округ Смольнинское,59.9421515,30.3633888,"Санкт-Петербург, Чернышевская",0.3289934569372547,3.11,3110,Средняя,2
750000,Институтский проспект,Санкт-Петербург,1353,554,Торговая площадь,https://spb.n1.ru/view/110570996/?open_card_kn,"Институтский проспект, 3 корп. 1, Санкт-Петербург, Россия","{'district': 'округ Светлановское', 'lat': 60.0052597, 'lon': 30.3518162}",округ Светлановское,60.0052597,30.3518162,"Санкт-Петербург, Площадь Мужества",1.0321721082764488,7.93,7930,Крупная,4
548000,Академика Павлова,Санкт-Петербург,4000,137,Торговая площадь,https://spb.n1.ru/view/114019423/?open_card_kn,"Академика Павлова, 5в, Санкт-Петербург, Россия","{'district': 'округ Аптекарский остров', 'lat': 59.9764341, 'lon': 30.3076771}",округ Аптекарский остров,59.9764341,30.3076771,"Санкт-Петербург, Чёрная речка",1.0788835883644254,4.34,4340,Большая,3
102850,Обводного канала набережная,Санкт-Петербург,1700,60,Торговая площадь,https://spb.n1.ru/view/112477356/?open_card_kn,"Обводного канала набережная, 106, Санкт-Петербург, Россия","{'district': 'округ Измайловское', 'lat': 59.9073095, 'lon': 30.3146421}",округ Измайловское,59.9073095,30.3146421,"Санкт-Петербург, Фрунзенская (закрыта)",0.20570344444306637,3.38,3380,Средняя,2
160000,Королева проспект,Санкт-Петербург,1025,156,Торговая площадь,https://spb.n1.ru/view/114744494/?open_card_kn,"Королева проспект, 73, Санкт-Петербург, Россия","{'district': 'округ Коломяги', 'lat': 60.0366442, 'lon': 30.2370735}",округ Коломяги,60.0366442,30.2370735,"Санкт-Петербург, Комендантский проспект",3.346980632486636,11.75,11750,Большая,3
230000,Энгельса проспект,Санкт-Петербург,1352,170,Торговая площадь,https://spb.n1.ru/view/115784244/?open_card_kn,"Энгельса проспект, 19, Санкт-Петербург, Россия","{'district': 'округ Светлановское', 'lat': 60.0020191, 'lon': 30.328619}",округ Светлановское,60.0020191,30.328619,"Санкт-Петербург, Пионерская",1.7659664706506486,7.27,7270,Большая,3
300000,Маяковского,Санкт-Петербург,3157,95,Торговая площадь,https://spb.n1.ru/view/114740799/?open_card_kn,"Маяковского, 17, Санкт-Петербург, Россия","{'district': 'Литейный округ', 'lat': 59.9382264, 'lon': 30.3555076}",Литейный округ,59.9382264,30.3555076,"Санкт-Петербург, Чернышевская",0.7376492662269863,2.62,2620,Средняя,2
135000,Маяковского,Санкт-Петербург,1812,74,Торговая площадь,https://spb.n1.ru/view/114736603/?open_card_kn,"Маяковского, 22, Санкт-Петербург, Россия","{'district': 'Литейный округ', 'lat': 59.9374341, 'lon': 30.3547572}",Литейный округ,59.9374341,30.3547572,"Санкт-Петербург, Маяковская",0.6494346523590192,2.58,2580,Средняя,2
432000,Ленина,Санкт-Петербург,1800,240,Торговая площадь,https://spb.n1.ru/view/114728591/?open_card_kn,"Ленина, 29, Санкт-Петербург, Россия","{'district': 'округ Лахта-Ольгино', 'lat': 60.0024905, 'lon': 30.1423943}",округ Лахта-Ольгино,60.0024905,30.1423943,"Санкт-Петербург, Беговая",3.718441851352534,11.77,11770,Большая,3
70000,Крыленко,Санкт-Петербург,2439,28,Торговая площадь,https://spb.n1.ru/view/114725246/?open_card_kn,"Крыленко, 14 ст3, Санкт-Петербург, Россия","{'district': 'округ № 54', 'lat': 59.8965829, 'lon': 30.4731144}",округ № 54,59.8965829,30.4731144,"Санкт-Петербург, Улица Дыбенко",1.3404045713080837,10.27,10270,Маленькая,1
170000,Петергофское шоссе,Санкт-Петербург,1000,170,Торговая площадь,https://spb.n1.ru/view/113655008/?open_card_kn,"Петергофское шоссе, 59, Санкт-Петербург, Россия","{'district': 'Южно-Приморский округ', 'lat': 59.8490726, 'lon': 30.1343062}",Южно-Приморский округ,59.8490726,30.1343062,"Санкт-Петербург, Проспект Ветеранов",6.600116627122621,13.87,13870,Большая,3
120000,Невский проспект,Санкт-Петербург,8571,14,Торговая площадь,https://spb.n1.ru/view/79168086/?open_card_kn,"Невский проспект, 136, Санкт-Петербург, Россия","{'district': 'округ Лиговка-Ямская', 'lat': 59.9303542, 'lon': 30.3682305}",округ Лиговка-Ямская,59.9303542,30.3682305,"Санкт-Петербург, Площадь Восстания",0.4523912156154072,3.43,3430,Маленькая,1
75000,Ярослава Гашека,Санкт-Петербург,2678,28,Торговая площадь,https://spb.n1.ru/view/107562020/?open_card_kn,"Ярослава Гашека, 8 корп. 1, Санкт-Петербург, Россия","{'district': 'Балканский округ', 'lat': 59.836863, 'lon': 30.4065757}",Балканский округ,59.836863,30.4065757,"Санкт-Петербург, Дунайская",0.4287032460639197,12.48,12480,Маленькая,1
1500000,3-й Верхний переулок,Санкт-Петербург,8287,181,Торговая площадь,https://spb.n1.ru/view/113257772/?open_card_kn,"3-й Верхний переулок, 15, Санкт-Петербург, Россия","{'district': 'округ Сергиевское', 'lat': 60.062556, 'lon': 30.3606547}",округ Сергиевское,60.062556,30.3606547,"Санкт-Петербург, Парнас",1.559619145334212,14.23,14230,Большая,3
180000,Михаила Дудина,Санкт-Петербург,2222,81,Торговая площадь,https://spb.n1.ru/view/115402634/?open_card_kn,"Михаила Дудина, 4 корп. 1, Санкт-Петербург, Россия","{'district': 'Торфяное', 'lat': 60.0683822, 'lon': 30.3315887}",Торфяное,60.0683822,30.3315887,"Санкт-Петербург, Парнас",0.2078547535910649,14.64,14640,Средняя,2
345000,Лиговский проспект,Санкт-Петербург,2851,121,Торговая площадь,https://spb.n1.ru/view/113979603/?open_card_kn,"Лиговский проспект, 185, Санкт-Петербург, Россия","{'district': 'округ Волковское', 'lat': 59.9124386, 'lon': 30.3482686}",округ Волковское,59.9124386,30.3482686,"Санкт-Петербург, Обводный канал",0.25338159115749764,3.57,3570,Большая,3
299999,Михаила Дудина,Санкт-Петербург,2564,117,Торговая площадь,https://spb.n1.ru/view/115402563/?open_card_kn,"Михаила Дудина, 4 корп. 1, Санкт-Петербург, Россия","{'district': 'Торфяное', 'lat': 60.0683822, 'lon': 30.3315887}",Торфяное,60.0683822,30.3315887,"Санкт-Петербург, Парнас",0.2078547535910649,14.64,14640,Средняя,2
58800,Московский проспект,Санкт-Петербург,3500,16,Торговая площадь,https://spb.n1.ru/view/79096452/?open_card_kn,"Московский проспект, 165, Санкт-Петербург, Россия","{'district': 'округ Пулковский меридиан', 'lat': 59.8666834, 'lon': 30.3187498}",округ Пулковский меридиан,59.8666834,30.3187498,"Санкт-Петербург, Парк Победы (закрыта)",0.16874198650930533,7.91,7910,Маленькая,1
390000,Просвещения проспект,Санкт-Петербург,1598,244,Торговая площадь,https://spb.n1.ru/view/115046507/?open_card_kn,"Просвещения проспект, 53 корп. 1, Санкт-Петербург, Россия","{'district': 'округ № 21', 'lat': 60.0342257, 'lon': 30.4258285}",округ № 21,60.0342257,30.4258285,"Санкт-Петербург, Гражданский проспект",0.42882061112738235,12.61,12610,Большая,3
155000,Тамбасова,Санкт-Петербург,1546,100,Торговая площадь,https://spb.n1.ru/view/115046414/?open_card_kn,"Тамбасова, 3 корп. 1, Санкт-Петербург, Россия","{'district': 'округ Сосновая поляна', 'lat': 59.842865, 'lon': 30.1580474}",округ Сосновая поляна,59.842865,30.1580474,"Санкт-Петербург, Проспект Ветеранов",5.226340173936014,13.5,13500,Средняя,2
270000,Стахановцев,Санкт-Петербург,2700,100,Торговая площадь,https://spb.n1.ru/view/114341906/?open_card_kn,"Стахановцев, 1, Санкт-Петербург, Россия","{'district': 'округ Малая Охта', 'lat': 59.9264376, 'lon': 30.410214}",округ Малая Охта,59.9264376,30.410214,"Санкт-Петербург, Новочеркасская",0.2885906651434498,5.81,5810,Средняя,2
180000,Стачек проспект,Санкт-Петербург,3000,60,Торговая площадь,https://spb.n1.ru/view/115758442/?open_card_kn,"Стачек проспект, 41, Санкт-Петербург, Россия","{'district': 'Нарвский округ', 'lat': 59.8869125, 'lon': 30.267669}",Нарвский округ,59.8869125,30.267669,"Санкт-Петербург, Кировский завод",0.8678304558132159,6.08,6080,Средняя,2
674010,Шаумяна проспект,Санкт-Петербург,1693,398,Торговая площадь,https://spb.n1.ru/view/107139730/?open_card_kn,"Шаумяна проспект, 14, Санкт-Петербург, Россия","{'district': 'округ Большая Охта', 'lat': 59.9343962, 'lon': 30.4168467}",округ Большая Охта,59.9343962,30.4168467,"Санкт-Петербург, Новочеркасская",0.6759708545251238,6.06,6060,Крупная,4
70000,Маршала Казакова,Санкт-Петербург,1000,70,Торговая площадь,https://spb.n1.ru/view/113253761/?open_card_kn,"Маршала Казакова, 35, Санкт-Петербург, Россия","{'district': 'Южно-Приморский округ', 'lat': 59.8629031, 'lon': 30.2093859}",Южно-Приморский округ,59.8629031,30.2093859,"Санкт-Петербург, Автово",2.943648025233563,10.0,10000,Средняя,2
555000,3-й Верхний переулок,Санкт-Петербург,15000,37,Торговая площадь,https://spb.n1.ru/view/113251780/?open_card_kn,"3-й Верхний переулок, 15, Санкт-Петербург, Россия","{'district': 'округ Сергиевское', 'lat': 60.062556, 'lon': 30.3606547}",округ Сергиевское,60.062556,30.3606547,"Санкт-Петербург, Парнас",1.559619145334212,14.23,14230,Маленькая,1
984000,3-й Верхний переулок,Санкт-Петербург,12000,82,Торговая площадь,https://spb.n1.ru/view/113251778/?open_card_kn,"3-й Верхний переулок, 15, Санкт-Петербург, Россия","{'district': 'округ Сергиевское', 'lat': 60.062556, 'lon': 30.3606547}",округ Сергиевское,60.062556,30.3606547,"Санкт-Петербург, Парнас",1.559619145334212,14.23,14230,Средняя,2
18000,Искровский проспект,Санкт-Петербург,3600,5,Торговая площадь,https://spb.n1.ru/view/79018236/?open_card_kn,"Искровский проспект, 12, Санкт-Петербург, Россия","{'district': 'Невский округ', 'lat': 59.9111101, 'lon': 30.4630711}",Невский округ,59.9111101,30.4630711,"Санкт-Петербург, Проспект Большевиков",0.9847252596037314,9.13,9130,Маленькая,1
300000,Купчинская,Санкт-Петербург,1000,300,Торговая площадь,https://spb.n1.ru/view/115748410/?open_card_kn,"Купчинская, 15 корп. 1, Санкт-Петербург, Россия","{'district': 'Балканский округ', 'lat': 59.8262381, 'lon': 30.3973961}",Балканский округ,59.8262381,30.3973961,"Санкт-Петербург, Купчино",1.2895566991387306,13.36,13360,Крупная,4
1360000,3-й Верхний переулок,Санкт-Петербург,10000,136,Торговая площадь,https://spb.n1.ru/view/113241886/?open_card_kn,"3-й Верхний переулок, 15, Санкт-Петербург, Россия","{'district': 'округ Сергиевское', 'lat': 60.062556, 'lon': 30.3606547}",округ Сергиевское,60.062556,30.3606547,"Санкт-Петербург, Парнас",1.559619145334212,14.23,14230,Большая,3
300000,3-й Верхний переулок,Санкт-Петербург,20000,15,Торговая площадь,https://spb.n1.ru/view/113241876/?open_card_kn,"3-й Верхний переулок, 15, Санкт-Петербург, Россия","{'district': 'округ Сергиевское', 'lat': 60.062556, 'lon': 30.3606547}",округ Сергиевское,60.062556,30.3606547,"Санкт-Петербург, Парнас",1.559619145334212,14.23,14230,Маленькая,1
2500000,3-й Верхний переулок,Санкт-Петербург,5000,500,Торговая площадь,https://spb.n1.ru/view/115745077/?open_card_kn,"3-й Верхний переулок, 15, Санкт-Петербург, Россия","{'district': 'округ Сергиевское', 'lat': 60.062556, 'lon': 30.3606547}",округ Сергиевское,60.062556,30.3606547,"Санкт-Петербург, Парнас",1.559619145334212,14.23,14230,Крупная,4
359000,Коллонтай,Санкт-Петербург,1759,204,Торговая площадь,https://spb.n1.ru/view/113230340/?open_card_kn,"Коллонтай, 28 корп. 1, Санкт-Петербург, Россия","{'district': 'округ Правобережный', 'lat': 59.9186674, 'lon': 30.4653113}",округ Правобережный,59.9186674,30.4653113,"Санкт-Петербург, Проспект Большевиков",0.1491994273988412,9.01,9010,Большая,3
200000,Савушкина,Санкт-Петербург,2000,100,Торговая площадь,https://spb.n1.ru/view/113230207/?open_card_kn,"Савушкина, 119, Санкт-Петербург, Россия","{'district': 'округ № 65', 'lat': 59.9866087, 'lon': 30.2262167}",округ № 65,59.9866087,30.2262167,"Санкт-Петербург, Беговая",1.3258844551877647,7.15,7150,Средняя,2
190000,Почтамтская,Санкт-Петербург,1137,167,Торговая площадь,https://spb.n1.ru/view/112819554/?open_card_kn,"Почтамтская, 12, Санкт-Петербург, Россия","{'district': 'Адмиралтейский округ', 'lat': 59.9319954, 'lon': 30.3024619}",Адмиралтейский округ,59.9319954,30.3024619,"Санкт-Петербург, Адмиралтейская",0.817967519652749,0.7,700,Большая,3
168000,Полюстровский проспект,Санкт-Петербург,1500,112,Торговая площадь,https://spb.n1.ru/view/110929415/?open_card_kn,"Полюстровский проспект, 75, Санкт-Петербург, Россия","{'district': 'Финляндский округ', 'lat': 59.9819088, 'lon': 30.3664866}",Финляндский округ,59.9819088,30.3664866,"Санкт-Петербург, Лесная",1.276130189813945,5.91,5910,Средняя,2
250000,Коломяжский проспект,Санкт-Петербург,2711,92,Торговая площадь,https://spb.n1.ru/view/116077352/?open_card_kn,"Коломяжский проспект, 26, Санкт-Петербург, Россия","{'district': 'округ Комендантский аэродром', 'lat': 60.0045374, 'lon': 30.2963441}",округ Комендантский аэродром,60.0045374,30.2963441,"Санкт-Петербург, Пионерская",0.22654534297107423,7.5,7500,Средняя,2
150000,2-й Рабфаковский переулок,Санкт-Петербург,2029,73,Торговая площадь,https://spb.n1.ru/view/116077349/?open_card_kn,"2-й Рабфаковский переулок, 15 корп. 3, Санкт-Петербург, Россия","{'district': 'Обуховский округ', 'lat': 59.854487, 'lon': 30.4737888}",Обуховский округ,59.854487,30.4737888,"Санкт-Петербург, Обухово",1.0992143280055064,13.08,13080,Средняя,2
288420,7-й Предпортовый проезд,Санкт-Петербург,2200,131,Торговая площадь,https://spb.n1.ru/view/116076951/?open_card_kn,"7-й Предпортовый проезд, 76, Санкт-Петербург, Россия","{'district': 'округ Новоизмайловское', 'lat': 59.838974, 'lon': 30.2985094}",округ Новоизмайловское,59.838974,30.2985094,"Санкт-Петербург, Московская",1.959454540135432,10.99,10990,Большая,3
90000,Чирикова,Санкт-Петербург,2472,36,Торговая площадь,https://spb.n1.ru/view/116076823/?open_card_kn,"Чирикова, 5, Санкт-Петербург, Россия","{'district': 'округ Гавань', 'lat': 59.934161, 'lon': 30.2003642}",округ Гавань,59.934161,30.2003642,"Санкт-Петербург, Приморская",2.4849447573916135,6.06,6060,Маленькая,1
84800,Обводного канала набережная,Санкт-Петербург,1600,53,Торговая площадь,https://spb.n1.ru/view/107533982/?open_card_kn,"Обводного канала набережная, 136 корп. 1б, Санкт-Петербург, Россия","{'district': 'округ Волковское', 'lat': 59.9157604, 'lon': 30.3416818}",округ Волковское,59.9157604,30.3416818,"Санкт-Петербург, Обводный канал",0.4488658703570167,3.05,3050,Средняя,2
146000,Бестужевская,Санкт-Петербург,2000,73,Торговая площадь,https://spb.n1.ru/view/110922792/?open_card_kn,"Бестужевская, 10, Санкт-Петербург, Россия","{'district': 'округ Пискарёвка', 'lat': 59.9869986, 'lon': 30.3933572}",округ Пискарёвка,59.9869986,30.3933572,"Санкт-Петербург, Площадь Мужества",2.0468457067054393,7.27,7270,Средняя,2
300000,Бакунина проспект,Санкт-Петербург,2654,113,Торговая площадь,https://spb.n1.ru/view/113607070/?open_card_kn,"Бакунина проспект, 33, Санкт-Петербург, Россия","{'district': 'округ Смольнинское', 'lat': 59.9306989, 'lon': 30.3863366}",округ Смольнинское,59.9306989,30.3863366,"Санкт-Петербург, Площадь Александра Невского-1",0.7217591087479382,4.41,4410,Средняя,2
188000,Ильюшина,Санкт-Петербург,3514,53,Торговая площадь,https://spb.n1.ru/view/114299264/?open_card_kn,"Ильюшина, 1 корп. 1, Санкт-Петербург, Россия","{'district': 'округ Озеро Долгое', 'lat': 60.0079245, 'lon': 30.2529292}",округ Озеро Долгое,60.0079245,30.2529292,"Санкт-Петербург, Комендантский проспект",0.32528817561420664,8.44,8440,Средняя,2
119999,Просвещения проспект,Санкт-Петербург,3999,30,Торговая площадь,https://spb.n1.ru/view/116063316/?open_card_kn,"Просвещения проспект, 36 корп. 1, Санкт-Петербург, Россия","{'district': 'округ № 21', 'lat': 60.0342257, 'lon': 30.4258285}",округ № 21,60.0342257,30.4258285,"Санкт-Петербург, Гражданский проспект",0.42882061112738235,12.61,12610,Маленькая,1
240000,Одоевского,Санкт-Петербург,1500,160,Торговая площадь,https://spb.n1.ru/view/116061248/?open_card_kn,"Одоевского, 27, Санкт-Петербург, Россия","{'district': 'округ Остров Декабристов', 'lat': 59.9481093, 'lon': 30.2368452}",округ Остров Декабристов,59.9481093,30.2368452,"Санкт-Петербург, Приморская",0.13226019336968456,4.18,4180,Большая,3
155000,Васнецовский проспект,Санкт-Петербург,1409,110,Торговая площадь,https://spb.n1.ru/view/107864183/?open_card_kn,"Васнецовский проспект, 18, Санкт-Петербург, Россия","{'district': 'округ Полюстрово', 'lat': 60.0073668, 'lon': 30.4811411}",округ Полюстрово,60.0073668,30.4811411,"Санкт-Петербург, Гражданский проспект",4.6473825480622555,12.39,12390,Средняя,2
417200,Новочеркасский проспект,Санкт-Петербург,2800,149,Торговая площадь,https://spb.n1.ru/view/116054951/?open_card_kn,"Новочеркасский проспект, 22/15, Санкт-Петербург, Россия","{'district': 'округ Малая Охта', 'lat': 59.9310337, 'lon': 30.4108485}",округ Малая Охта,59.9310337,30.4108485,"Санкт-Петербург, Новочеркасская",0.23218230768183,5.76,5760,Большая,3
266880,11-я В.О. линия,Санкт-Петербург,3200,83,Торговая площадь,https://spb.n1.ru/view/116054949/?open_card_kn,"11-я В.О. линия, 34/47, Санкт-Петербург, Россия","{'district': 'округ № 7', 'lat': 59.9416408, 'lon': 30.2848525}",округ № 7,59.9416408,30.2848525,"Санкт-Петербург, Василеостровская",0.38251179616109415,1.41,1410,Средняя,2
230000,Наличная,Санкт-Петербург,2110,109,Торговая площадь,https://spb.n1.ru/view/113580053/?open_card_kn,"Наличная, 9, Санкт-Петербург, Россия","{'district': 'округ Гавань', 'lat': 59.9315022, 'lon': 30.2373416}",округ Гавань,59.9315022,30.2373416,"Санкт-Петербург, Горный институт",1.3275136952887665,4.04,4040,Средняя,2
941500,Стачек площадь,Санкт-Петербург,3500,269,Торговая площадь,https://spb.n1.ru/view/116054898/?open_card_kn,"Стачек площадь, 9, Санкт-Петербург, Россия","{'district': 'Нарвский округ', 'lat': 59.8999277, 'lon': 30.2726973}",Нарвский округ,59.8999277,30.2726973,"Санкт-Петербург, Нарвская",0.18764365340421463,4.64,4640,Большая,3
235000,Челюскина,Санкт-Петербург,2500,94,Торговая площадь,https://spb.n1.ru/view/113920809/?open_card_kn,"Челюскина, 10, Санкт-Петербург, Россия","{'district': 'округ Морской', 'lat': 59.942244, 'lon': 30.1841512}",округ Морской,59.942244,30.1841512,"Санкт-Петербург, Приморская",2.8939473925448684,6.98,6980,Средняя,2
200000,Типанова,Санкт-Петербург,2457,81,Торговая площадь,https://spb.n1.ru/view/116047582/?open_card_kn,"Типанова, 19, Санкт-Петербург, Россия","{'district': 'округ Звёздное', 'lat': 59.8527507, 'lon': 30.3342156}",округ Звёздное,59.8527507,30.3342156,"Санкт-Петербург, Московская",0.6616495766889608,9.55,9550,Средняя,2
350000,Школьная,Санкт-Петербург,1805,193,Торговая площадь,https://spb.n1.ru/view/116045159/?open_card_kn,"Школьная, 14, Санкт-Петербург, Россия","{'district': 'Район не найден', 'lat': 59.8116538, 'lon': 30.3746377}",Район не найден,59.8116538,30.3746377,"Санкт-Петербург, Купчино",2.021954806005687,14.5,14500,Большая,3
75000,Итальянская,Санкт-Петербург,5000,15,Торговая площадь,https://spb.n1.ru/view/110878884/?open_card_kn,"Итальянская, 15, Санкт-Петербург, Россия","{'district': 'Дворцовый округ', 'lat': 59.9359508, 'lon': 30.3335298}",Дворцовый округ,59.9359508,30.3335298,"Санкт-Петербург, Гостиный Двор",0.2261826105838786,1.4,1400,Маленькая,1
150000,Королева проспект,Санкт-Петербург,3000,50,Торговая площадь,https://spb.n1.ru/view/115693311/?open_card_kn,"Королева проспект, 65, Санкт-Петербург, Россия","{'district': 'округ Коломяги', 'lat': 60.0332457, 'lon': 30.2417826}",округ Коломяги,60.0332457,30.2417826,"Санкт-Петербург, Комендантский проспект",2.9025063618084874,11.3,11300,Средняя,2
549000,Коллонтай,Санкт-Петербург,1586,346,Торговая площадь,https://spb.n1.ru/view/99675412/?open_card_kn,"Коллонтай, 28 корп. 1, Санкт-Петербург, Россия","{'district': 'округ Правобережный', 'lat': 59.9186674, 'lon': 30.4653113}",округ Правобережный,59.9186674,30.4653113,"Санкт-Петербург, Проспект Большевиков",0.1491994273988412,9.01,9010,Крупная,4
980000,Шкапина,Санкт-Петербург,3500,280,Торговая площадь,https://spb.n1.ru/view/116041606/?open_card_kn,"Шкапина, 15, Санкт-Петербург, Россия","{'district': 'Екатерингофский округ', 'lat': 59.9037894, 'lon': 30.2885942}",Екатерингофский округ,59.9037894,30.2885942,"Санкт-Петербург, Балтийская",0.7048497481682481,3.92,3920,Большая,3
26000,Ново-Александровская,Санкт-Петербург,1444,18,Торговая площадь,https://spb.n1.ru/view/116041602/?open_card_kn,"Ново-Александровская, 14, Санкт-Петербург, Россия","{'district': 'Обуховский округ', 'lat': 59.8650534, 'lon': 30.464368}",Обуховский округ,59.8650534,30.464368,"Санкт-Петербург, Пролетарская",0.32776407615783804,11.88,11880,Маленькая,1
115000,Дыбенко,Санкт-Петербург,2395,48,Торговая площадь,https://spb.n1.ru/view/116038043/?open_card_kn,"Дыбенко, 20 корп. 1, Санкт-Петербург, Россия","{'district': 'округ Оккервиль', 'lat': 59.9090494, 'lon': 30.492173}",округ Оккервиль,59.9090494,30.492173,"Санкт-Петербург, Улица Дыбенко",0.5258828472694989,10.74,10740,Маленькая,1
495000,Заречная,Санкт-Петербург,1418,349,Торговая площадь,https://spb.n1.ru/view/116038044/?open_card_kn,"Заречная, 11 корп. 2, Санкт-Петербург, Россия","{'district': 'Торфяное', 'lat': 60.082999, 'lon': 30.3426243}",Торфяное,60.082999,30.3426243,"Санкт-Петербург, Парнас",1.8503393741469367,16.32,16320,Крупная,4
487000,Народная,Санкт-Петербург,1295,376,Торговая площадь,https://spb.n1.ru/view/113563232/?open_card_kn,"Народная, 87, Санкт-Петербург, Россия","{'district': 'Народный округ', 'lat': 59.8842582, 'lon': 30.4860367}",Народный округ,59.8842582,30.4860367,"Санкт-Петербург, Пролетарская",2.2933927036323865,11.56,11560,Крупная,4
